account_id,population_type
A017294,normal
A017295,normal
A017296,normal
A017297,normal
A017298,hard_negative
A017299,ring
A017300,normal
A017301,normal
A017302,ring
A017303,normal
A017304,normal
A017305,normal
A017306,normal
A017307,normal
A017308,ring
A017309,normal
A017310,normal
A017311,ring
A017312,normal
A017313,normal
A017314,normal
A017315,normal
A017316,normal
A017317,normal
A017318,normal
A017319,normal
A017320,ring
A017321,hard_negative
A017322,normal
A017323,normal
A017324,normal
A017325,normal
A017326,normal
A017327,normal
A017328,normal
A017329,normal
A017330,normal
A017331,normal
A017332,normal
A017333,ring
A017334,normal
A017335,normal
A017336,normal
A017337,normal
A017338,normal
A017339,normal
A017340,hard_negative
A017341,normal
A017342,normal
A017343,normal
A017344,hard_negative
A017345,ring
A017346,normal
A017347,normal
A017348,normal
A017349,ring
A017350,normal
A017351,normal
A017352,hard_negative
A017353,normal
A017354,hard_negative
A017355,normal
A017356,normal
A017357,normal
A017358,normal
A017359,normal
A017360,hard_negative
A017361,normal
A017362,normal
A017363,normal
A017364,normal
A017365,hard_negative
A017366,normal
A017367,normal
A017368,normal
A017369,hard_negative
A017370,normal
A017371,ring
A017372,hard_negative
A017373,normal
A017374,hard_negative
A017375,normal
A017376,normal
A017377,normal
A017378,normal
A017379,normal
A017380,normal
A017381,normal
A017382,normal
A017383,normal
A017384,hard_negative
A017385,normal
A017386,normal
A017387,normal
A017388,normal
A017389,normal
A017390,normal
A017391,normal
A017392,normal
A017393,normal
A017394,normal
A017395,normal
A017396,normal
A017397,normal
A017398,normal
A017399,normal
A017400,ring
A017401,normal
A017402,normal
A017403,normal
A017404,normal
A017405,normal
A017406,hard_negative
A017407,normal
A017408,normal
A017409,ring
A017410,hard_negative
A017411,normal
A017412,normal
A017413,normal
A017414,normal
A017415,normal
A017416,normal
A017417,normal
A017418,normal
A017419,normal
A017420,normal
A017421,normal
A017422,normal
A017423,hard_negative
A017424,normal
A017425,normal
A017426,normal
A017427,normal
A017428,hard_negative
A017429,normal
A017430,normal
A017431,normal
A017432,normal
A017433,ring
A017434,normal
A017435,normal
A017436,normal
A017437,normal
A017438,ring
A017439,normal
A017440,normal
A017441,normal
A017442,normal
A017443,hard_negative
A017444,ring
A017445,ring
A017446,normal
A017447,normal
A017448,hard_negative
A017449,normal
A017450,normal
A017451,normal
A017452,normal
A017453,normal
A017454,normal
A017455,normal
A017456,hard_negative
A017457,normal
A017458,hard_negative
A017459,normal
A017460,normal
A017461,normal
A017462,normal
A017463,normal
A017464,normal
A017465,normal
A017466,hard_negative
A017467,hard_negative
A017468,normal
A017469,hard_negative
A017470,normal
A017471,normal
A017472,normal
A017473,normal
A017474,normal
A017475,hard_negative
A017476,normal
A017477,hard_negative
A017478,hard_negative
A017479,normal
A017480,normal
A017481,normal
A017482,hard_negative
A017483,normal
A017484,normal
A017485,ring
A017486,hard_negative
A017487,normal
A017488,normal
A017489,normal
A017490,normal
A017491,normal
A017492,normal
A017493,normal
A017494,normal
A017495,normal
A017496,hard_negative
A017497,ring
A017498,normal
A017499,normal
A017500,normal
A017501,normal
A017502,normal
A017503,normal
A017504,normal
A017505,normal
A017506,normal
A017507,normal
A017508,normal
A017509,normal
A017510,hard_negative
A017511,normal
A017512,normal
A017513,hard_negative
A017514,normal
A017515,hard_negative
A017516,hard_negative
A017517,normal
A017518,hard_negative
A017519,normal
A017520,hard_negative
A017521,normal
A017522,normal
A017523,normal
A017524,ring
A017525,normal
A017526,normal
A017527,normal
A017528,normal
A017529,normal
A017530,normal
A017531,normal
A017532,normal
A017533,normal
A017534,normal
A017535,normal
A017536,hard_negative
A017537,normal
A017538,normal
A017539,normal
A017540,normal
A017541,normal
A017542,normal
A017543,normal
A017544,normal
A017545,normal
A017546,normal
A017547,hard_negative
A017548,normal
A017549,normal
A017550,normal
A017551,normal
A017552,normal
A017553,hard_negative
A017554,normal
A017555,normal
A017556,ring
A017557,normal
A017558,normal
A017559,normal
A017560,normal
A017561,normal
A017562,normal
A017563,normal
A017564,normal
A017565,hard_negative
A017566,normal
A017567,normal
A017568,normal
A017569,normal
A017570,normal
A017571,normal
A017572,normal
A017573,normal
A017574,normal
A017575,normal
A017576,normal
A017577,ring
A017578,normal
A017579,normal
A017580,normal
A017581,normal
A017582,hard_negative
A017583,normal
A017584,normal
A017585,hard_negative
A017586,hard_negative
A017587,normal
A017588,normal
A017589,normal
A017590,normal
A017591,normal
A017592,normal
A017593,normal
A017594,normal
A017595,normal
A017596,normal
A017597,normal
A017598,normal
A017599,normal
A017600,normal
A017601,normal
A017602,normal
A017603,normal
A017604,normal
A017605,hard_negative
A017606,normal
A017607,normal
A017608,normal
A017609,normal
A017610,normal
A017611,normal
A017612,normal
A017613,normal
A017614,normal
A017615,normal
A017616,normal
A017617,normal
A017618,normal
A017619,hard_negative
A017620,normal
A017621,normal
A017622,ring
A017623,ring
A017624,normal
A017625,hard_negative
A017626,normal
A017627,normal
A017628,normal
A017629,normal
A017630,normal
A017631,normal
A017632,normal
A017633,normal
A017634,normal
A017635,hard_negative
A017636,normal
A017637,normal
A017638,hard_negative
A017639,normal
A017640,normal
A017641,normal
A017642,normal
A017643,normal
A017644,normal
A017645,normal
A017646,normal
A017647,normal
A017648,normal
A017649,normal
A017650,normal
A017651,ring
A017652,normal
A017653,normal
A017654,normal
A017655,normal
A017656,normal
A017657,normal
A017658,normal
A017659,normal
A017660,normal
A017661,normal
A017662,normal
A017663,normal
A017664,hard_negative
A017665,normal
A017666,normal
A017667,ring
A017668,normal
A017669,normal
A017670,normal
A017671,normal
A017672,normal
A017673,normal
A017674,normal
A017675,hard_negative
A017676,hard_negative
A017677,normal
A017678,normal
A017679,normal
A017680,normal
A017681,normal
A017682,normal
A017683,normal
A017684,normal
A017685,normal
A017686,normal
A017687,normal
A017688,normal
A017689,normal
A017690,normal
A017691,normal
A017692,normal
A017693,normal
A017694,normal
A017695,normal
A017696,normal
A017697,normal
A017698,normal
A017699,normal
A017700,normal
A017701,hard_negative
A017702,normal
A017703,normal
A017704,ring
A017705,normal
A017706,normal
A017707,hard_negative
A017708,normal
A017709,normal
A017710,normal
A017711,normal
A017712,normal
A017713,normal
A017714,normal
A017715,normal
A017716,normal
A017717,normal
A017718,ring
A017719,normal
A017720,hard_negative
A017721,normal
A017722,normal
A017723,ring
A017724,normal
A017725,normal
A017726,normal
A017727,normal
A017728,hard_negative
A017729,normal
A017730,normal
A017731,normal
A017732,normal
A017733,normal
A017734,normal
A017735,normal
A017736,normal
A017737,hard_negative
A017738,normal
A017739,normal
A017740,normal
A017741,hard_negative
A017742,normal
A017743,normal
A017744,normal
A017745,normal
A017746,normal
A017747,normal
A017748,normal
A017749,normal
A017750,hard_negative
A017751,normal
A017752,normal
A017753,normal
A017754,hard_negative
A017755,normal
A017756,normal
A017757,normal
A017758,normal
A017759,normal
A017760,normal
A017761,hard_negative
A017762,normal
A017763,hard_negative
A017764,normal
A017765,normal
A017766,hard_negative
A017767,hard_negative
A017768,normal
A017769,normal
A017770,normal
A017771,normal
A017772,normal
A017773,hard_negative
A017774,hard_negative
A017775,normal
A017776,ring
A017777,normal
A017778,normal
A017779,normal
A017780,normal
A017781,normal
A017782,normal
A017783,normal
A017784,normal
A017785,hard_negative
A017786,normal
A017787,normal
A017788,normal
A017789,normal
A017790,normal
A017791,normal
A017792,normal
A017793,normal
A017794,normal
A017795,normal
A017796,normal
A017797,normal
A017798,hard_negative
A017799,hard_negative
A017800,normal
A017801,normal
A017802,normal
A017803,normal
A017804,normal
A017805,normal
A017806,normal
A017807,normal
A017808,normal
A017809,normal
A017810,normal
A017811,normal
A017812,normal
A017813,normal
A017814,normal
A017815,hard_negative
A017816,ring
A017817,normal
A017818,ring
A017819,hard_negative
A017820,normal
A017821,normal
A017822,normal
A017823,normal
A017824,normal
A017825,hard_negative
A017826,hard_negative
A017827,hard_negative
A017828,normal
A017829,normal
A017830,normal
A017831,normal
A017832,normal
A017833,normal
A017834,normal
A017835,normal
A017836,normal
A017837,normal
A017838,normal
A017839,normal
A017840,normal
A017841,hard_negative
A017842,normal
A017843,normal
A017844,normal
A017845,normal
A017846,normal
A017847,normal
A017848,normal
A017849,normal
A017850,normal
A017851,hard_negative
A017852,normal
A017853,normal
A017854,normal
A017855,normal
A017856,normal
A017857,normal
A017858,normal
A017859,normal
A017860,normal
A017861,hard_negative
A017862,hard_negative
A017863,normal
A017864,normal
A017865,hard_negative
A017866,normal
A017867,ring
A017868,normal
A017869,normal
A017870,normal
A017871,hard_negative
A017872,normal
A017873,normal
A017874,hard_negative
A017875,hard_negative
A017876,normal
A017877,normal
A017878,normal
A017879,ring
A017880,normal
A017881,normal
A017882,normal
A017883,normal
A017884,normal
A017885,normal
A017886,normal
A017887,hard_negative
A017888,hard_negative
A017889,normal
A017890,normal
A017891,hard_negative
A017892,normal
A017893,normal
A017894,hard_negative
A017895,normal
A017896,ring
A017897,normal
A017898,normal
A017899,normal
A017900,hard_negative
A017901,normal
A017902,normal
A017903,normal
A017904,normal
A017905,normal
A017906,normal
A017907,normal
A017908,normal
A017909,hard_negative
A017910,normal
A017911,normal
A017912,normal
A017913,hard_negative
A017914,normal
A017915,normal
A017916,normal
A017917,normal
A017918,normal
A017919,hard_negative
A017920,normal
A017921,normal
A017922,hard_negative
A017923,hard_negative
A017924,normal
A017925,hard_negative
A017926,normal
A017927,normal
A017928,normal
A017929,normal
A017930,ring
A017931,normal
A017932,normal
A017933,normal
A017934,hard_negative
A017935,normal
A017936,normal
A017937,normal
A017938,normal
A017939,normal
A017940,normal
A017941,normal
A017942,normal
A017943,normal
A017944,normal
A017945,normal
A017946,hard_negative
A017947,normal
A017948,normal
A017949,normal
A017950,normal
A017951,normal
A017952,normal
A017953,normal
A017954,normal
A017955,ring
A017956,normal
A017957,normal
A017958,ring
A017959,normal
A017960,hard_negative
A017961,normal
A017962,normal
A017963,normal
A017964,normal
A017965,normal
A017966,normal
A017967,normal
A017968,normal
A017969,normal
A017970,normal
A017971,normal
A017972,normal
A017973,normal
A017974,normal
A017975,normal
A017976,normal
A017977,normal
A017978,normal
A017979,normal
A017980,hard_negative
A017981,normal
A017982,hard_negative
A017983,normal
A017984,normal
A017985,normal
A017986,normal
A017987,normal
A017988,hard_negative
A017989,normal
A017990,normal
A017991,hard_negative
A017992,normal
A017993,hard_negative
A017994,normal
A017995,normal
A017996,normal
A017997,normal
A017998,normal
A017999,normal
A018000,normal
A018001,normal
A018002,ring
A018003,normal
A018004,normal
A018005,normal
A018006,normal
A018007,normal
A018008,normal
A018009,normal
A018010,normal
A018011,hard_negative
A018012,normal
A018013,normal
A018014,normal
A018015,normal
A018016,normal
A018017,normal
A018018,normal
A018019,normal
A018020,normal
A018021,normal
A018022,normal
A018023,normal
A018024,normal
A018025,normal
A018026,normal
A018027,normal
A018028,normal
A018029,normal
A018030,ring
A018031,ring
A018032,normal
A018033,normal
A018034,normal
A018035,normal
A018036,normal
A018037,normal
A018038,normal
A018039,normal
A018040,normal
A018041,ring
A018042,normal
A018043,normal
A018044,normal
A018045,normal
A018046,normal
A018047,normal
A018048,normal
A018049,normal
A018050,normal
A018051,normal
A018052,normal
A018053,normal
A018054,hard_negative
A018055,normal
A018056,ring
A018057,hard_negative
A018058,normal
A018059,normal
A018060,hard_negative
A018061,normal
A018062,normal
A018063,hard_negative
A018064,normal
A018065,normal
A018066,normal
A018067,normal
A018068,normal
A018069,hard_negative
A018070,hard_negative
A018071,normal
A018072,normal
A018073,normal
A018074,hard_negative
A018075,hard_negative
A018076,normal
A018077,hard_negative
A018078,normal
A018079,normal
A018080,hard_negative
A018081,normal
A018082,hard_negative
A018083,hard_negative
A018084,normal
A018085,normal
A018086,hard_negative
A018087,normal
A018088,normal
A018089,normal
A018090,normal
A018091,normal
A018092,hard_negative
A018093,normal
A018094,normal
A018095,normal
A018096,normal
A018097,normal
A018098,normal
A018099,ring
A018100,normal
A018101,hard_negative
A018102,normal
A018103,normal
A018104,normal
A018105,normal
A018106,normal
A018107,normal
A018108,normal
A018109,normal
A018110,normal
A018111,normal
A018112,normal
A018113,hard_negative
A018114,normal
A018115,normal
A018116,ring
A018117,normal
A018118,normal
A018119,normal
A018120,normal
A018121,normal
A018122,normal
A018123,normal
A018124,normal
A018125,normal
A018126,normal
A018127,normal
A018128,normal
A018129,normal
A018130,normal
A018131,hard_negative
A018132,ring
A018133,normal
A018134,normal
A018135,normal
A018136,hard_negative
A018137,normal
A018138,normal
A018139,normal
A018140,normal
A018141,normal
A018142,hard_negative
A018143,normal
A018144,normal
A018145,normal
A018146,normal
A018147,normal
A018148,normal
A018149,normal
A018150,normal
A018151,normal
A018152,normal
A018153,normal
A018154,hard_negative
A018155,normal
A018156,normal
A018157,normal
A018158,normal
A018159,normal
A018160,ring
A018161,normal
A018162,normal
A018163,normal
A018164,hard_negative
A018165,normal
A018166,normal
A018167,normal
A018168,normal
A018169,normal
A018170,hard_negative
A018171,normal
A018172,normal
A018173,normal
A018174,normal
A018175,normal
A018176,normal
A018177,normal
A018178,normal
A018179,normal
A018180,hard_negative
A018181,normal
A018182,ring
A018183,normal
A018184,normal
A018185,normal
A018186,ring
A018187,hard_negative
A018188,hard_negative
A018189,normal
A018190,normal
A018191,normal
A018192,normal
A018193,normal
A018194,ring
A018195,normal
A018196,normal
A018197,normal
A018198,hard_negative
A018199,normal
A018200,hard_negative
A018201,normal
A018202,normal
A018203,normal
A018204,normal
A018205,normal
A018206,normal
A018207,hard_negative
A018208,normal
A018209,normal
A018210,normal
A018211,normal
A018212,normal
A018213,normal
A018214,normal
A018215,normal
A018216,hard_negative
A018217,normal
A018218,normal
A018219,ring
A018220,normal
A018221,normal
A018222,hard_negative
A018223,ring
A018224,normal
A018225,normal
A018226,normal
A018227,normal
A018228,normal
A018229,normal
A018230,normal
A018231,hard_negative
A018232,normal
A018233,normal
A018234,hard_negative
A018235,normal
A018236,normal
A018237,hard_negative
A018238,normal
A018239,normal
A018240,normal
A018241,normal
A018242,normal
A018243,hard_negative
A018244,normal
A018245,hard_negative
A018246,normal
A018247,normal
A018248,normal
A018249,hard_negative
A018250,normal
A018251,ring
A018252,normal
A018253,normal
A018254,hard_negative
A018255,normal
A018256,normal
A018257,normal
A018258,normal
A018259,hard_negative
A018260,normal
A018261,normal
A018262,normal
A018263,normal
A018264,normal
A018265,normal
A018266,normal
A018267,normal
A018268,normal
A018269,normal
A018270,normal
A018271,normal
A018272,normal
A018273,normal
A018274,normal
A018275,normal
A018276,normal
A018277,hard_negative
A018278,normal
A018279,hard_negative
A018280,normal
A018281,normal
A018282,normal
A018283,hard_negative
A018284,normal
A018285,normal
A018286,hard_negative
A018287,hard_negative
A018288,normal
A018289,normal
A018290,normal
A018291,normal
A018292,hard_negative
A018293,normal
A018294,normal
A018295,normal
A018296,normal
A018297,normal
A018298,normal
A018299,normal
A018300,normal
A018301,normal
A018302,normal
A018303,normal
A018304,normal
A018305,normal
A018306,normal
A018307,hard_negative
A018308,normal
A018309,normal
A018310,normal
A018311,normal
A018312,normal
A018313,normal
A018314,normal
A018315,normal
A018316,normal
A018317,hard_negative
A018318,normal
A018319,hard_negative
A018320,normal
A018321,normal
A018322,normal
A018323,normal
A018324,normal
A018325,normal
A018326,normal
A018327,normal
A018328,hard_negative
A018329,hard_negative
A018330,normal
A018331,hard_negative
A018332,normal
A018333,hard_negative
A018334,normal
A018335,normal
A018336,normal
A018337,ring
A018338,normal
A018339,normal
A018340,normal
A018341,normal
A018342,normal
A018343,ring
A018344,hard_negative
A018345,normal
A018346,hard_negative
A018347,normal
A018348,normal
A018349,normal
A018350,normal
A018351,normal
A018352,ring
A018353,normal
A018354,normal
A018355,ring
A018356,normal
A018357,normal
A018358,normal
A018359,normal
A018360,normal
A018361,normal
A018362,hard_negative
A018363,normal
A018364,normal
A018365,normal
A018366,normal
A018367,ring
A018368,normal
A018369,normal
A018370,normal
A018371,hard_negative
A018372,normal
A018373,normal
A018374,normal
A018375,normal
A018376,normal
A018377,normal
A018378,normal
A018379,normal
A018380,normal
A018381,normal
A018382,normal
A018383,normal
A018384,normal
A018385,normal
A018386,normal
A018387,normal
A018388,normal
A018389,normal
A018390,normal
A018391,normal
A018392,hard_negative
A018393,normal
A018394,normal
A018395,normal
A018396,normal
A018397,normal
A018398,normal
A018399,ring
A018400,normal
A018401,hard_negative
A018402,normal
A018403,normal
A018404,ring
A018405,hard_negative
A018406,normal
A018407,normal
A018408,normal
A018409,normal
A018410,normal
A018411,normal
A018412,hard_negative
A018413,normal
A018414,normal
A018415,normal
A018416,normal
A018417,normal
A018418,normal
A018419,normal
A018420,normal
A018421,normal
A018422,normal
A018423,normal
A018424,normal
A018425,ring
A018426,normal
A018427,normal
A018428,normal
A018429,normal
A018430,ring
A018431,hard_negative
A018432,normal
A018433,normal
A018434,normal
A018435,ring
A018436,normal
A018437,normal
A018438,normal
A018439,hard_negative
A018440,normal
A018441,normal
A018442,normal
A018443,normal
A018444,normal
A018445,normal
A018446,normal
A018447,normal
A018448,normal
A018449,hard_negative
A018450,normal
A018451,normal
A018452,normal
A018453,normal
A018454,normal
A018455,hard_negative
A018456,hard_negative
A018457,hard_negative
A018458,normal
A018459,hard_negative
A018460,normal
A018461,hard_negative
A018462,normal
A018463,normal
A018464,ring
A018465,normal
A018466,normal
A018467,normal
A018468,normal
A018469,normal
A018470,hard_negative
A018471,normal
A018472,normal
A018473,normal
A018474,normal
A018475,normal
A018476,normal
A018477,hard_negative
A018478,ring
A018479,normal
A018480,hard_negative
A018481,normal
A018482,normal
A018483,normal
A018484,hard_negative
A018485,hard_negative
A018486,normal
A018487,hard_negative
A018488,ring
A018489,normal
A018490,normal
A018491,normal
A018492,hard_negative
A018493,normal
A018494,normal
A018495,normal
A018496,normal
A018497,ring
A018498,normal
A018499,normal
A018500,normal
A018501,normal
A018502,normal
A018503,normal
A018504,normal
A018505,normal
A018506,normal
A018507,normal
A018508,normal
A018509,normal
A018510,normal
A018511,normal
A018512,hard_negative
A018513,normal
A018514,normal
A018515,normal
A018516,normal
A018517,hard_negative
A018518,normal
A018519,normal
A018520,normal
A018521,normal
A018522,normal
A018523,normal
A018524,normal
A018525,normal
A018526,normal
A018527,normal
A018528,normal
A018529,normal
A018530,normal
A018531,hard_negative
A018532,normal
A018533,hard_negative
A018534,normal
A018535,normal
A018536,ring
A018537,normal
A018538,hard_negative
A018539,normal
A018540,normal
A018541,normal
A018542,normal
A018543,normal
A018544,normal
A018545,normal
A018546,normal
A018547,ring
A018548,ring
A018549,normal
A018550,normal
A018551,normal
A018552,normal
A018553,normal
A018554,normal
A018555,hard_negative
A018556,normal
A018557,normal
A018558,normal
A018559,normal
A018560,hard_negative
A018561,normal
A018562,normal
A018563,normal
A018564,normal
A018565,normal
A018566,normal
A018567,hard_negative
A018568,normal
A018569,hard_negative
A018570,normal
A018571,normal
A018572,normal
A018573,normal
A018574,normal
A018575,hard_negative
A018576,normal
A018577,normal
A018578,normal
A018579,normal
A018580,ring
A018581,normal
A018582,ring
A018583,normal
A018584,normal
A018585,normal
A018586,normal
A018587,hard_negative
A018588,normal
A018589,normal
A018590,normal
A018591,ring
A018592,ring
A018593,normal
A018594,normal
A018595,hard_negative
A018596,normal
A018597,normal
A018598,normal
A018599,hard_negative
A018600,normal
A018601,normal
A018602,normal
A018603,normal
A018604,normal
A018605,normal
A018606,normal
A018607,normal
A018608,normal
A018609,normal
A018610,normal
A018611,normal
A018612,normal
A018613,normal
A018614,normal
A018615,hard_negative
A018616,normal
A018617,normal
A018618,normal
A018619,normal
A018620,hard_negative
A018621,hard_negative
A018622,normal
A018623,normal
A018624,normal
A018625,normal
A018626,normal
A018627,normal
A018628,normal
A018629,normal
A018630,normal
A018631,normal
A018632,normal
A018633,hard_negative
A018634,hard_negative
A018635,normal
A018636,normal
A018637,normal
A018638,normal
A018639,hard_negative
A018640,normal
A018641,normal
A018642,normal
A018643,hard_negative
A018644,hard_negative
A018645,normal
A018646,normal
A018647,normal
A018648,normal
A018649,normal
A018650,ring
A018651,ring
A018652,normal
A018653,normal
A018654,ring
A018655,normal
A018656,normal
A018657,normal
A018658,normal
A018659,normal
A018660,ring
A018661,normal
A018662,hard_negative
A018663,normal
A018664,hard_negative
A018665,normal
A018666,hard_negative
A018667,hard_negative
A018668,hard_negative
A018669,normal
A018670,hard_negative
A018671,normal
A018672,normal
A018673,normal
A018674,hard_negative
A018675,normal
A018676,normal
A018677,hard_negative
A018678,normal
A018679,normal
A018680,hard_negative
A018681,normal
A018682,normal
A018683,normal
A018684,normal
A018685,normal
A018686,hard_negative
A018687,normal
A018688,normal
A018689,normal
A018690,normal
A018691,normal
A018692,normal
A018693,hard_negative
A018694,ring
A018695,hard_negative
A018696,normal
A018697,normal
A018698,hard_negative
A018699,normal
A018700,ring
A018701,normal
A018702,normal
A018703,normal
A018704,normal
A018705,hard_negative
A018706,normal
A018707,normal
A018708,normal
A018709,normal
A018710,normal
A018711,normal
A018712,normal
A018713,normal
A018714,hard_negative
A018715,normal
A018716,hard_negative
A018717,hard_negative
A018718,normal
A018719,normal
A018720,normal
A018721,normal
A018722,normal
A018723,normal
A018724,ring
A018725,normal
A018726,normal
A018727,normal
A018728,normal
A018729,hard_negative
A018730,normal
A018731,normal
A018732,normal
A018733,ring
A018734,normal
A018735,normal
A018736,normal
A018737,normal
A018738,normal
A018739,normal
A018740,hard_negative
A018741,normal
A018742,normal
A018743,normal
A018744,normal
A018745,normal
A018746,normal
A018747,normal
A018748,normal
A018749,normal
A018750,hard_negative
A018751,normal
A018752,normal
A018753,normal
A018754,ring
A018755,normal
A018756,normal
A018757,normal
A018758,normal
A018759,hard_negative
A018760,normal
A018761,normal
A018762,normal
A018763,normal
A018764,hard_negative
A018765,normal
A018766,normal
A018767,normal
A018768,ring
A018769,normal
A018770,hard_negative
A018771,normal
A018772,hard_negative
A018773,normal
A018774,normal
A018775,normal
A018776,normal
A018777,hard_negative
A018778,normal
A018779,normal
A018780,normal
A018781,normal
A018782,normal
A018783,normal
A018784,normal
A018785,normal
A018786,normal
A018787,normal
A018788,normal
A018789,normal
A018790,normal
A018791,normal
A018792,ring
A018793,normal
A018794,hard_negative
A018795,normal
A018796,normal
A018797,hard_negative
A018798,normal
A018799,normal
A018800,normal
A018801,normal
A018802,hard_negative
A018803,normal
A018804,normal
A018805,hard_negative
A018806,normal
A018807,normal
A018808,normal
A018809,normal
A018810,normal
A018811,normal
A018812,normal
A018813,hard_negative
A018814,normal
A018815,normal
A018816,hard_negative
A018817,normal
A018818,normal
A018819,normal
A018820,hard_negative
A018821,normal
A018822,normal
A018823,normal
A018824,normal
A018825,ring
A018826,normal
A018827,normal
A018828,normal
A018829,normal
A018830,normal
A018831,ring
A018832,normal
A018833,hard_negative
A018834,normal
A018835,normal
A018836,hard_negative
A018837,ring
A018838,hard_negative
A018839,ring
A018840,normal
A018841,normal
A018842,normal
A018843,hard_negative
A018844,normal
A018845,normal
A018846,normal
A018847,normal
A018848,normal
A018849,normal
A018850,hard_negative
A018851,normal
A018852,normal
A018853,ring
A018854,normal
A018855,normal
A018856,normal
A018857,normal
A018858,normal
A018859,normal
A018860,normal
A018861,normal
A018862,normal
A018863,normal
A018864,hard_negative
A018865,hard_negative
A018866,ring
A018867,normal
A018868,hard_negative
A018869,normal
A018870,normal
A018871,normal
A018872,normal
A018873,normal
A018874,normal
A018875,normal
A018876,normal
A018877,ring
A018878,normal
A018879,normal
A018880,normal
A018881,normal
A018882,normal
A018883,normal
A018884,normal
A018885,normal
A018886,normal
A018887,normal
A018888,ring
A018889,normal
A018890,normal
A018891,normal
A018892,normal
A018893,normal
A018894,normal
A018895,normal
A018896,normal
A018897,hard_negative
A018898,hard_negative
A018899,normal
A018900,normal
A018901,normal
A018902,normal
A018903,normal
A018904,normal
A018905,hard_negative
A018906,hard_negative
A018907,normal
A018908,normal
A018909,normal
A018910,normal
A018911,normal
A018912,hard_negative
A018913,ring
A018914,normal
A018915,normal
A018916,normal
A018917,normal
A018918,normal
A018919,normal
A018920,hard_negative
A018921,hard_negative
A018922,normal
A018923,normal
A018924,normal
A018925,normal
A018926,normal
A018927,normal
A018928,normal
A018929,normal
A018930,normal
A018931,normal
A018932,normal
A018933,normal
A018934,normal
A018935,normal
A018936,normal
A018937,normal
A018938,normal
A018939,normal
A018940,normal
A018941,normal
A018942,normal
A018943,normal
A018944,normal
A018945,normal
A018946,normal
A018947,normal
A018948,normal
A018949,normal
A018950,normal
A018951,normal
A018952,normal
A018953,normal
A018954,normal
A018955,hard_negative
A018956,normal
A018957,normal
A018958,normal
A018959,normal
A018960,ring
A018961,normal
A018962,normal
A018963,normal
A018964,normal
A018965,normal
A018966,normal
A018967,normal
A018968,normal
A018969,normal
A018970,normal
A018971,normal
A018972,normal
A018973,ring
A018974,hard_negative
A018975,ring
A018976,normal
A018977,normal
A018978,normal
A018979,normal
A018980,normal
A018981,normal
A018982,normal
A018983,normal
A018984,normal
A018985,normal
A018986,normal
A018987,normal
A018988,hard_negative
A018989,hard_negative
A018990,normal
A018991,normal
A018992,normal
A018993,normal
A018994,normal
A018995,normal
A018996,normal
A018997,normal
A018998,normal
A018999,normal
A019000,normal
A019001,ring
A019002,ring
A019003,normal
A019004,normal
A019005,normal
A019006,normal
A019007,normal
A019008,hard_negative
A019009,normal
A019010,ring
A019011,normal
A019012,normal
A019013,normal
A019014,normal
A019015,normal
A019016,normal
A019017,normal
A019018,normal
A019019,normal
A019020,normal
A019021,normal
A019022,normal
A019023,normal
A019024,hard_negative
A019025,normal
A019026,normal
A019027,normal
A019028,normal
A019029,normal
A019030,normal
A019031,normal
A019032,normal
A019033,normal
A019034,normal
A019035,normal
A019036,normal
A019037,normal
A019038,normal
A019039,normal
A019040,hard_negative
A019041,hard_negative
A019042,normal
A019043,hard_negative
A019044,normal
A019045,normal
A019046,normal
A019047,normal
A019048,normal
A019049,hard_negative
A019050,normal
A019051,normal
A019052,normal
A019053,hard_negative
A019054,normal
A019055,normal
A019056,normal
A019057,normal
A019058,hard_negative
A019059,normal
A019060,normal
A019061,normal
A019062,normal
A019063,normal
A019064,normal
A019065,normal
A019066,hard_negative
A019067,hard_negative
A019068,normal
A019069,normal
A019070,normal
A019071,normal
A019072,normal
A019073,normal
A019074,normal
A019075,ring
A019076,hard_negative
A019077,normal
A019078,normal
A019079,normal
A019080,normal
A019081,normal
A019082,normal
A019083,hard_negative
A019084,normal
A019085,ring
A019086,ring
A019087,normal
A019088,normal
A019089,ring
A019090,hard_negative
A019091,normal
A019092,ring
A019093,normal
A019094,normal
A019095,normal
A019096,normal
A019097,normal
A019098,normal
A019099,normal
A019100,normal
A019101,normal
A019102,normal
A019103,normal
A019104,hard_negative
A019105,normal
A019106,normal
A019107,normal
A019108,normal
A019109,normal
A019110,ring
A019111,normal
A019112,normal
A019113,normal
A019114,normal
A019115,normal
A019116,hard_negative
A019117,normal
A019118,normal
A019119,normal
A019120,normal
A019121,normal
A019122,normal
A019123,normal
A019124,normal
A019125,normal
A019126,normal
A019127,hard_negative
A019128,normal
A019129,normal
A019130,normal
A019131,ring
A019132,normal
A019133,normal
A019134,normal
A019135,normal
A019136,normal
A019137,normal
A019138,normal
A019139,hard_negative
A019140,normal
A019141,hard_negative
A019142,normal
A019143,normal
A019144,normal
A019145,normal
A019146,hard_negative
A019147,normal
A019148,normal
A019149,ring
A019150,hard_negative
A019151,normal
A019152,normal
A019153,normal
A019154,normal
A019155,normal
A019156,normal
A019157,normal
A019158,normal
A019159,normal
A019160,normal
A019161,normal
A019162,normal
A019163,normal
A019164,hard_negative
A019165,normal
A019166,normal
A019167,normal
A019168,normal
A019169,normal
A019170,normal
A019171,normal
A019172,normal
A019173,hard_negative
A019174,normal
A019175,hard_negative
A019176,ring
