account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,distinct_coupon_count,max_discount_ratio,rare_coupon_count,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,total_failed_orders,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,account_lifetime_days,avg_order_gap_days,recent_activity_ratio,evening_order_ratio,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,has_shared_device_and_address,has_shared_payment_and_phone,shared_entity_types_count,shared_ip_prefix_count,degree_centrality,eigenvector_centrality,pagerank,triangle_count,clustering_coefficient,connected_component_size,shared_edge_count,shared_edge_weight_sum,edge_shares_device,edge_shares_payment,edge_shares_phone,edge_shares_address,edge_shares_ip,edge_shares_coupon,community_id,community_size,community_return_rate,community_refund_rate,community_avg_order_value,community_total_orders,community_avg_dispute_rate,community_max_return_rate,community_avg_coupon_usage,neighbor_avg_return_rate,looks_bargain,looks_office
A017046,1.0,2920.0,2920.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21.37638888888889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.666888896296543e-05,1.3099204125010427e-06,2.484087120190787e-05,0,0.0,23658,2,2.0,1,0,1,0,0,0,6,346,0.14239379759610973,0.13252706670336728,5556.3514771997425,1038.0,0.01168111753371869,1.0,0.19203940728507202,0.0,0,0
A017047,1.0,4930.0,4930.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,26.334722222222226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,3.0,0.0,0.00010000333344444814,4.2595727339310716e-05,3.518084043447579e-05,0,0.0,23658,3,2.7,0,1,1,1,0,0,63,208,0.13667010073260072,0.1206177503052503,5790.324326714952,653.0,0.010616987179487178,1.0,0.18818542568542568,0.2380952380952381,0,1
A017048,2.0,6480.0,3240.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1239173429544845,2.0,0.1465664739884393,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34.20555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3286697054493983,1.328669705449398,0.0,0.0,0.0,0.0,88.0,3.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,0.0,3.0,0.0,0.00030001000033334443,5.1243134130074205e-05,5.944960119282577e-05,11,0.061111111111111116,23658,9,3.4,1,1,0,0,0,7,0,432,0.1407252919405697,0.13555553885414998,5580.2984048487515,1350.0,0.0076370517342739565,1.0,0.1744885194537972,0.2469135802469136,1,0
A017049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.080555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3713,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A017050,1.0,6190.0,6190.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.293055555555556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.666888896296543e-05,8.574369405632909e-07,2.19156633563779e-05,1,0.7,23658,2,1.4,0,0,0,2,0,0,57,216,0.13796112580834802,0.13212815990593768,5625.195105820107,628.0,0.00905349794238683,1.0,0.17729460611405054,0.0,0,1
A017051,3.0,28860.0,9620.0,1.0,2.0,1.0,2.0,3.0,0.0,0.3333333333333333,0.0352034428794992,1.0,0.1056103286384976,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.303472222222226,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.102870762291484,4.55143538114574,0.3333333333333333,0.0,0.0,0.0,175.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0.00030001000033334443,7.0074644316290275e-06,4.089969506758662e-05,15,0.08333333333333334,23658,9,3.9,0,1,1,1,0,6,32,252,0.16266620284477426,0.15593434343434345,5500.375485295128,799.0,0.004965327881994549,1.0,0.19666620857097047,0.15185185185185185,0,1
A017052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,39.25972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A017053,3.0,8830.0,2943.333333333333,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34.55694444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.10378390098611,4.051891950493055,0.0,0.6666666666666666,0.0,0.0,107.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.666888896296543e-05,3.091360245597761e-08,3.9579992437532526e-05,0,0.0,23658,2,2.0,1,0,1,0,0,0,23,276,0.13337529016876842,0.12443377878160487,5741.014239182718,834.0,0.0036231884057971015,1.0,0.18311832089006,0.8333333333333333,0,0
A017054,1.0,4500.0,4500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,4500.0,0.0,0,1.0,1.0,0.0,9.339583333333334,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,6.666888896296543e-05,5.493667452566558e-07,2.4023106169288215e-05,0,0.0,23658,2,2.0,1,1,0,0,0,0,20,295,0.1492050040355125,0.13944444444444445,5812.458178638687,895.0,0.004378531073446327,1.0,0.18394538606403013,0.3611111111111111,0,0
A017055,3.0,16040.0,5346.666666666667,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19.04652777777778,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.176690771639514,2.588345385819757,0.0,0.0,0.0,0.0,30.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0001666722224074136,2.0445500061628365e-05,4.7608971093353e-05,2,0.16999999999999998,23658,5,4.4,0,1,2,2,0,0,9,323,0.16151742993848256,0.14506207586702943,5488.161316839335,970.0,0.0058148937405903345,1.0,0.1763815733629975,0.23333333333333334,0,1
A017056,1.0,5780.0,5780.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.316666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,6.666888896296543e-05,8.197098042017465e-06,2.5997596026269425e-05,0,0.0,23658,2,2.0,1,0,1,0,0,0,0,432,0.1407252919405697,0.13555553885414998,5580.2984048487515,1350.0,0.0076370517342739565,1.0,0.1744885194537972,0.0,0,1
A017057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.4631944444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3715,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A017058,4.0,27930.0,6982.5,1.0,2.0,1.0,1.0,4.0,0.0,0.25,0.0329844444444444,1.0,0.1319377777777778,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36.30694444444445,0.0,1.0,4.0,0.0,0.0,0.0,0.0,24.206922849569796,8.068974283189931,0.25,0.5,0.0,0.0,115.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.000233341111370379,3.285261816219656e-06,6.879431561449566e-05,6,0.2857142857142857,23658,7,5.9,4,0,1,1,0,1,12,317,0.14728225682484355,0.13694226383500832,5755.221624677461,1015.0,0.005633168093735917,1.0,0.1828130246899963,0.22448979591836732,0,1
A017059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3716,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A017060,1.0,3290.0,3290.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27.425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.333444448148272e-05,1.5211147132143772e-07,2.4067571697019997e-05,0,0.0,23658,1,1.0,1,0,0,0,0,0,33,250,0.14235873015873016,0.13162727272727273,5867.931181818181,809.0,0.006866666666666666,1.0,0.2087034632034632,1.0,0,0
A017061,1.0,8080.0,8080.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0875940594059405,1.0,0.0875940594059405,1.0,1.0,48.0,1.0,8080.0,1.0,0,1.0,1.0,1.0,26.46527777777778,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.00010000333344444814,6.67149845780408e-07,3.550478319867616e-05,1,0.3333333333333333,23658,3,3.0,1,0,2,0,0,0,80,167,0.15205584501991687,0.14289818631135995,5542.733228348498,547.0,0.011614865507081075,1.0,0.18213680863381462,0.17857142857142858,0,0
A017062,6.0,77480.0,12913.333333333334,1.0,1.0,1.0,1.0,6.0,0.0,0.5,0.0590435257847533,3.0,0.1408733333333333,3.0,1.0,96.0,1.0,6690.0,0.0,0,0.1666666666666666,0.1666666666666666,0.0,36.55972222222222,0.0,0.0,6.0,0.0,0.0,1.0,0.1666666666666666,9.913375408569028,1.9826750817137964,0.0,0.6666666666666666,0.0,0.0,82.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00013333777792593087,1.220487125100851e-07,2.2561333667706552e-05,1,0.03333333333333333,23658,4,1.3,0,0,0,1,0,3,11,317,0.15617007423001114,0.1458425993914953,5701.648520949783,930.0,0.01074413669050893,1.0,0.19328161323429463,0.125,1,0
A017063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23.10902777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3717,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A017064,1.0,5180.0,5180.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.477777777777774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3718,1,0.0,0.0,5180.0,1.0,0.0,0.0,0.0,0.0,0,0
A017065,4.0,17480.0,4370.0,1.0,2.0,1.0,1.0,4.0,0.0,0.25,0.0140542452830188,1.0,0.0562169811320754,1.0,1.0,48.0,1.0,8780.0,0.0,0,0.25,0.25,0.0,34.40763888888889,0.0,0.0,2.0,0.0,0.0,1.0,0.5,16.731790024029813,5.577263341343264,0.0,0.75,0.0,0.0,190.0,4.0,3.0,3.5,5.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0003333444448148272,2.2266007830876464e-05,7.12316442897496e-05,6,0.10666666666666666,23658,10,7.3,3,1,0,4,1,1,6,346,0.14239379759610973,0.13252706670336728,5556.3514771997425,1038.0,0.01168111753371869,1.0,0.19203940728507202,0.2261904761904762,0,0
A017066,2.0,14030.0,7015.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22.194444444444443,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.867959615403276,8.867959615403276,0.5,0.0,0.0,0.0,92.0,1.0,0.0,5.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.00030001000033334443,2.1581780032257375e-05,6.487804923264747e-05,14,0.33888888888888885,23658,9,7.8,0,0,5,4,0,0,28,263,0.17003687060721281,0.15989896246550236,5999.712953818467,810.0,0.01024503591043515,1.0,0.13847176271130643,0.19179894179894177,0,1
A017067,1.0,3330.0,3330.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.532638888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,3.0,2.0,9.0,8.0,6.0,5.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0003666788892963099,1.407330517093162e-05,7.731339463050726e-05,18,0.2525158821147368,23658,11,9.2,2,0,3,6,0,0,71,193,0.14163788140472078,0.12672711571675302,5334.501315897689,604.0,0.0040710584752035525,1.0,0.21034007730898924,0.16948051948051948,0,1
A017068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23.34583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3719,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A017069,2.0,2090.0,1045.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0573641975308642,1.0,0.1147283950617284,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36.48680555555556,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.827869018819213,12.827869018819213,0.0,0.0,0.0,0.0,123.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.00013333777792593087,1.5193073215225738e-06,2.5010761610722628e-05,1,0.03333333333333333,23658,4,2.1,0,0,1,1,0,2,20,295,0.1492050040355125,0.13944444444444445,5812.458178638687,895.0,0.004378531073446327,1.0,0.18394538606403013,0.46875,1,1
A017070,1.0,4210.0,4210.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25.49375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0,4.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0001666722224074136,1.6715202975727595e-06,5.215152679535015e-05,2,0.2,23658,5,5.0,2,2,1,0,0,0,7,338,0.16087128683282528,0.15451706413244876,6036.212741318511,1028.0,0.011217948717948718,1.0,0.16186601859678781,0.05,0,0
A017071,1.0,21370.0,21370.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0464019653720168,1.0,0.0464019653720168,1.0,1.0,72.0,1.0,21370.0,0.0,0,1.0,1.0,0.0,23.40277777777778,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.00013333777792593087,1.6743599170787298e-05,1.5409094298873256e-05,6,0.19999999999999998,23658,4,0.8,0,0,0,0,0,4,28,263,0.17003687060721281,0.15989896246550236,5999.712953818467,810.0,0.01024503591043515,1.0,0.13847176271130643,0.3409090909090909,0,0
A017072,5.0,33560.0,6712.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,15780.0,0.0,0,0.4,0.4,0.0,16.624305555555555,0.0,0.0,5.0,1.0,2.0,2.0,0.4,2.721810229461065,0.6804525573652662,0.0,0.2,0.0,1.0,53.0,2.0,1.0,4.0,3.0,2.0,1.0,7.5,13.0,0.0,0.0,4.0,0.0,0.0003333444448148272,1.4630920424707284e-05,8.788450250410831e-05,8,0.16444444444444445,23658,10,9.1,1,5,1,3,0,0,3,373,0.14946380697050937,0.14132042369307785,5926.315696219181,1200.0,0.009874017849889163,1.0,0.1680889709039843,0.21083333333333334,0,0
A017073,4.0,27560.0,6890.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.481944444444444,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.954087234271656,1.984695744757211,0.0,0.0,0.0,0.0,208.0,1.5,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.00013333777792593087,2.5497079756386184e-05,4.3614382137466906e-05,0,0.0,23658,4,3.4,1,1,0,2,0,0,15,301,0.14631083202511774,0.14067006268002943,6345.365336859523,954.0,0.014113668723303273,1.0,0.20617440883221616,0.05,0,1
A017074,4.0,17860.0,4465.0,1.0,1.0,1.0,1.0,4.0,0.0,0.75,0.0581231119383124,3.0,0.1096713928273561,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,29.59583333333333,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.427121746737026,3.1423739155790047,0.0,0.5,0.0,0.0,113.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0002000066668888963,2.8160884974666657e-06,3.9034753342493184e-05,3,0.2,23658,6,4.4,3,1,0,0,0,2,46,234,0.14093915343915342,0.12639228055894722,5890.839302672636,783.0,0.002136752136752137,1.0,0.1804945054945055,0.11851851851851851,1,0
A017075,1.0,6930.0,6930.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21.45347222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,3.333444448148272e-05,5.731965383671282e-07,1.732922469572555e-05,0,0.0,23658,1,1.0,0,1,0,0,0,0,28,263,0.17003687060721281,0.15989896246550236,5999.712953818467,810.0,0.01024503591043515,1.0,0.13847176271130643,0.1428571428571428,0,0
A017076,2.0,29720.0,14860.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,5720.0,0.0,0,0.5,0.5,0.0,21.57708333333333,0.0,1.0,2.0,0.0,0.0,1.0,0.5,10.334268936493984,10.33426893649398,0.5,0.0,0.0,0.0,99.0,2.5,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00010000333344444814,1.1993296301485258e-06,3.066121675627525e-05,1,0.3333333333333333,23658,3,3.0,3,0,0,0,0,0,96,134,0.14010305614783225,0.12789031035299692,5472.299307036247,438.0,0.0037313432835820895,1.0,0.14642264866145463,0.16666666666666666,0,0
A017077,3.0,13790.0,4596.666666666667,1.0,1.0,1.0,1.0,3.0,0.0,0.6666666666666666,0.0604951019063885,2.0,0.1115839416058394,2.0,1.0,48.0,1.0,2890.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,11.288194444444445,0.0,1.0,3.0,0.0,1.0,1.0,0.3333333333333333,6.0161039351812615,3.008051967590625,0.3333333333333333,1.0,0.0,0.0,75.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.000233341111370379,6.607768867216589e-06,4.503016277350432e-05,2,0.05714285714285714,23658,7,4.3,1,0,2,1,0,3,31,258,0.16934059695687603,0.14577971016924507,6154.1011778918755,749.0,0.008074935400516797,1.0,0.1864029273912995,0.20346320346320348,0,0
A017078,2.0,5100.0,2550.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45.45486111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.855174422801493,1.855174422801493,0.0,0.0,0.0,0.0,33.0,4.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.333444448148272e-05,2.5752210743582576e-09,2.4180388987412473e-05,0,0.0,23658,1,1.0,0,1,0,0,0,0,40,240,0.1293656806156806,0.11260991323491323,5982.553040362415,752.0,0.004097222222222223,1.0,0.17274765743515744,1.0,0,1
A017079,6.0,37130.0,6188.333333333333,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,31.244444444444444,0.0,3.0,6.0,0.0,0.0,0.0,0.0,21.381929241040915,4.276385848208183,0.5,0.3333333333333333,0.0,0.0,125.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.00013333777792593087,1.3367122482216546e-07,4.213413170659808e-05,2,0.2833333333333333,23658,4,3.4,0,0,2,2,0,0,95,136,0.11942534589593412,0.10752907223495457,5917.029674369747,458.0,0.008700980392156863,1.0,0.17861625710890416,0.03125,0,1
A017080,3.0,15370.0,5123.333333333333,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,2930.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,27.429166666666667,0.0,0.0,3.0,0.0,0.0,1.0,0.3333333333333333,9.286582601268185,4.643291300634085,0.0,0.3333333333333333,0.0,0.0,249.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0001666722224074136,1.8878193857934748e-05,4.4273680756396574e-05,1,0.06999999999999999,23658,5,4.4,1,1,1,2,0,0,47,233,0.13477308337823357,0.12585898841263649,5770.076491462757,673.0,0.002145922746781116,1.0,0.17676674779679072,0.06666666666666667,0,0
A017081,6.0,20590.0,3431.6666666666665,1.0,1.0,1.0,1.0,6.0,0.0,0.3333333333333333,0.052259977124486,2.0,0.1750731707317073,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,48.31527777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.786946724386823,3.757389344877361,0.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.00026667555585186174,9.314530308591872e-07,3.171430944448093e-05,11,0.09642857142857143,23658,8,2.6,0,0,0,2,0,6,32,252,0.16266620284477426,0.15593434343434345,5500.375485295128,799.0,0.004965327881994549,1.0,0.19666620857097047,0.1920138888888889,0,1
A017082,5.0,17260.0,3452.0,1.0,1.0,1.0,1.0,5.0,0.0,0.2,0.0098437596302003,1.0,0.0492187981510015,1.0,1.0,72.0,1.0,6490.0,0.0,0,0.2,0.2,0.0,41.29166666666666,0.0,2.0,3.0,0.0,0.0,1.0,0.3333333333333333,31.22023108476507,7.805057771191262,0.4,0.6,0.0,0.0,61.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.00026667555585186174,4.5985117100552143e-07,6.828411110576033e-05,3,0.021428571428571432,23658,8,5.3,1,2,1,1,0,3,24,275,0.14743156843156843,0.13497580197580197,5606.560691530692,824.0,0.008636363636363636,1.0,0.19279542679542677,0.125,0,0
A017083,1.0,16950.0,16950.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43.21944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3720,1,0.0,0.0,16950.0,1.0,0.0,0.0,0.0,0.0,0,1
A017084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22.29652777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,3721,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
